委托	Entrust; to entrust; to trust; to commission
查看	look over; examine; check; to look over; to examine; to check up; to ferret out
以后	after; later on; afterwards; later; after; later; afterwards; following; later on; in the future
看待	To view; to look upon; to regard
原有	original; former
内心	heart; inner centre; heart; innermost being/(math.) incenter
基地	base; base (of operations); industrial or military base; al-Qaeda
雄伟	grand; imposing; magnificent; majestic
罢工	Strike; a strike; to go on strike
岛	island; CL:个[gè],座[zuò]
金钱	money; currency
示范	lead the way; demonstrate; to demonstrate; to show how to do sth; demonstration; a model example
唱	sing; to sing; to call loudly; to chant
觉	sleep; a nap; a sleep; to find that; thinking; awake; aware; CL:场[cháng]||to feel
全新	new; brand new; all new; completely new
入	enter; join; income; to enter; to go into; to join; to become a member of; to confirm or agree with; abbr. for 入聲|入声[rù shēng]
升级	upgrade; be stepped up; escalate; to go up by one grade; to be promoted; to escalate (in intensity); (computing) to upgrade
健全	robust; sound
春季	spring; springtime; springtime
有力	strong; powerful; forceful; energetic; vigorous; powerful; forceful; vigorous
随意	random; casual; as one wishes; according to one's wishes; at will; voluntary; conscious
景点	attractions; scenic spot; tourist attraction; scenic spot
氧气	oxygen
句	sentence; clause; phrase; classifier for phrases or lines of verse
受灾	disaster; the afflicted; disaster-stricken; to be hit by a natural calamity
执行	implement; to implement; to carry out; to execute; to run
闭幕	close; conclude; lower the curtain; the curtain falls; lower the curtain; to come to an end (of a meeting)
扩展	expand; extend; spread; develop; to extend; to expand; extension; expansion
实施	Implementation; to implement; to carry out
高大	tall; lofty; tall; lofty; towering
舌头	Tongue; tongue/CL:个[gè]/enemy soldier captured for the purpose of extracting information
少年	juvenile; young person; early youth; youngster; (literary) youth; young man
提出	put forward; propose; raise; to raise (an issue); to propose; to put forward; to suggest; to post (on a website); to withdraw (cash)
女孩儿	girl; lass
惨	miserable; wretched; tragic; cruel; badly; miserable; wretched; cruel; inhuman; disastrous; tragic; dim; gloomy
新人	newcomer; new personality; new talent; newcomer; fresh talent; newlywed, esp. new bride; bride and groom; (paleoanthropology) Homo sapiens
变为	become; turn into; change into; to change into
好学	studious; fond of learning; easy to learn||eager to study; studious; erudite
辞典	dictionary; dictionary (variant of 詞典|词典[cí diǎn])/CL:本[běn],部[bù]
关怀	care; solicitude; to show care for; concerned about; attentive to
创意	creative; creativity
担忧	worry; be anxious; trepidation; to worry; to be concerned
美好	fine; happy; glorious; beautiful; fine
闹	noisy; make a noise; suffer; be troubled; noisy; cacophonous; to make noise; to disturb; to vent (feelings); to fall ill; to have an attack (of sickness); to go in (for some activity); to joke
印	seal; stamp; mark; print; impress; abbr. for 印度[yìn dù]; to print; to mark; to engrave; a seal; a print; a stamp; a mark; a trace; image; surname Yin
打发	send; dispatch; dismiss; to dispatch sb to do sth; to make sb leave; to pass (the time); (old) to make arrangements; (old) to bestow (alms etc)
今日	today
怨	blame ; complain; resentment; enmity; to blame/(bound form) resentment; hatred; grudge
下车	get off; to get off or out of (a bus, train, car etc)
救灾	disaster relief; to relieve disaster; to help disaster victims
向上	upward; up; upward; up; to advance; to try to improve oneself; to make progress
测	survey; fathom; measure; conjecture; infer; to survey; to measure; to conjecture
英勇	heroic; gallant; valiant
上边	above; on; the top; above; overhead; upwards; the top margin; above-mentioned; those higher up
西餐	western food; Western-style food/CL:份[fèn],顿[dùn]
旅馆	hotel; hotel/CL:家[jiā]
之内	in; within; inside; within
太阳能	solar energy
损害	harm; damage; injure; hurt; harm; to damage; to impair
性能	function; performance; behavior
童话	fairy tale; children's fairy tales
反抗	Resistance; to resist; to rebel
脚印	footprint; footmark; track; footprint
繁殖	Reproduction; to breed; to reproduce; to propagate
公交车	bus; public transport vehicle; town bus; CL:辆[liàng]
全年	annual; yearly; the whole year; all year long
截至	By (time）; up to (a time)/by (a time)
进攻	to attack; to assault; to go on the offensive; attack; assault; offense (sports)
提交	submit; refer; to submit (a report etc)/to refer (a problem) to sb
涨价	rise in price; inflation of prices; mark up; to appreciate (in value)/to increase in price
分数	score; mark; fraction; (exam) grade; mark; score; fraction
男子	man; male; a man; a male
练	practice; train; to practice; to train; to drill; to perfect (one's skill); exercise; (literary) white silk; to boil and scour raw silk
意愿	wish; desire; aspiration; volitional; aspiration; wish (for); desire
修养	training, mastery; accomplishment; training; self-cultivation
智力	intelligence; intellect
一半	half
炸药	explosive; dynamite; explosive (material)
尖脸 	sharp face; 
男朋友	boyfriend
定然	certainly; of course
背后	behind; at the back; in the rear; behind; at the back; in the rear; behind sb's back
深深	deeply; profoundly; deep; deep; profound
严厉	severe; strict
明日	tomorrow
抽样	sampling (e.g. sampling bias); sample; sampling
关上	close;shut to; turn off; to close (a door)/to turn off (light, electrical equipment etc)
笔记	note; notes; to take down (in writing); notes; a type of literature consisting mainly of short sketches; CL:本[běn]
气象	Meteorological; meteorological feature; meteorology; atmosphere; ambience; scene; CL:个[gè]
宫	palace; temple; uterus; place for recreation; palace; temple; castration (as corporal punishment); first note in pentatonic scale; surname Gong
平台	platform; terrace; platform; terrace; flat-roofed building
关联	relevance; relevancy; be related; be connected; be linked; to be related; to be connected; relationship; connection
书包	school bag; schoolbag; satchel; bookbag; CL:个[gè],只[zhī]
走私	smuggle; to smuggle; to have an illicit affair
小偷儿	thief
大学	the Great Learning, one of the Four Books 四書|四书[sì shū] in Confucianism; university; college; CL:所[suǒ]
车上	in the car; 
列为	be classified as; listed as; to be classified as
一身	the whole body; all over the body; whole body; from head to toe; single person; a suit of clothes
资本	capital; capital (economics)
安检	security check; security check (abbr. for 安全檢查|安全检查[ān quán jiǎn chá])/to do a security check
认定	cognizance; to maintain (that sth is true); to determine (a fact); determination (of an amount); of the firm opinion; to believe firmly; to set one's mind on; to identify with
大门	door; gate; the Doors, US rock band; entrance; door; gate; large and influential family
干预	intervene; to meddle; to intervene; intervention
长处	strength; forte; strong point; good aspects; strong points
要不然	otherwise; or else; or
掌声	applause; applause/CL:阵[zhèn]
由此	from this; therefrom; thus; hereby; from this
之一	one of; one of (sth); one out of a multitude; one (third, quarter, percent etc)
增多	increase; grow in number; to increase; to grow in number
时事	current affairs; current trends; the present situation; how things are going
下来	come down; get down; to come down/(completed action marker)/(after verb of motion, indicates motion down and towards us, also fig.)/(indicates continuation from the past towards us)/to be harvested (of crops)/to be over (of a period of time)/to go among the masses (said of leaders)
迷	fan; confused; be crazy about; to bewilder; crazy about; fan; enthusiast; lost; confused
诸位	every one; (pron) everyone/Ladies and Gentlemen/Sirs
实际上	actually; in fact; in reality; as a matter of fact; in practice
加盟	join; to become a member of an alliance or union; to align; to join; participate
事	matter; thing; item; work; affair; CL:件[jiàn],桩[zhuāng],回[huí]
代价	price; cost; consideration (in share dealing)
时而	from time to time; now … now …; occasionally; from time to time
背着	behind one’s back; carrying on one's back||turning one's back to (sth or sb); keeping sth secret from (sb); keeping (one's hands) behind one's back
西边	west; west side; west; west side; western part; to the west of
落	be missing; leave behind; forget to bring; fall; drop; go down; set; decline; drop behind; to leave out; to be missing; to leave behind or forget to bring; to lag or fall behind||colloquial reading for 落[luò] in certain compounds||to fall or drop; (of the sun) to set; (of a tide) to go out; to lower; to decline or sink; to lag or fall behind; to fall onto; to rest with; to get or receive; to write down; whereabouts; settlement
此后	after that; hereafter; henceforth; after this; afterwards; hereafter
打	strike; hit; break; fight; build; beat; dozen (loanword)||to beat; to strike; to hit; to break; to type; to mix up; to build; to fight; to fetch; to make; to tie up; to issue; to shoot; to calculate; to play (a game); since; from
她们	they; them (females)
考	test; examine; to beat; to hit; variant of 考[kǎo]; to inspect; to test; to take an exam; to check; to verify; to test; to examine; to take an exam; to take an entrance exam for; deceased father
挑	lift up; raise; prick; incite; choose; pick; select; to carry on a shoulder pole; to choose; to pick; to nitpick||to raise; to dig up; to poke; to prick; to incite; to stir up
